,"(2E,4E)-3,7-Dimethyl-2,4-octadiene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1,2-Benzenedicarboxylic acid","1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","1,2-Benzisothiazole","1,3,7-Octatriene, 2,7-dimethyl-","1,3-Hexadiene, 3-ethyl-2,5-dimethyl-","1,3-Octadiene","1,3-Pentadiene","1,6-Octadiene, 2,6-dimethyl-, (Z)-","1,6-Octadiene, 3,7-dimethyl-, (S)-","1,7-Octadiene, 2,7-dimethyl-",1-Butanol,"1-Butanol, 3-methyl-","1-Butene, 3-methyl-",1-Dodecanethiol,1-Dodecanol,1-Dodecene,1-Heptene,1-Hexadecanol,1-Hexanol,"1-Hexanol, 2-ethyl-",1-Octadecanol,1-Octanol,1-Octene,"1-Octene, 3,7-dimethyl",1-Pentanethiol,1-Pentanol,1-Penten-3-ol,"1-Pentene, 2,4,4-trimethyl-",1-Propanol,"1-Propanol, 2-methyl-",2(5H)-Furanone,"2,4-Dimethylfuran","2,4-Hexadiene, (E,Z)-","2,4-Octadiene","2,5-Furandione, 3-methyl-","2,6-Dimethyl-2-trans-6-octadiene","2,6-Octadiene","2,6-Octadiene, 2,6-dimethyl-",2-Butanol,2-Butanone,2-Butenal,2-Cyclopenten-1-one,"2-Decenal, (Z)-",2-Ethylhexyl salicylate,2-Heptanone,"2-Heptene, (E)-",2-Methyl-1-butene,"2-Nonanone, 3-(hydroxymethyl)-","2-Nonene, (E)-",2-Octanone,"2-Octene, (E)-","2-Octene, (Z)-","2-Octene, 3,7-dimethyl-, (Z)-",2-Pentanone,"2-Pentanone, 3-methyl-","2-Pentene, (E)-","2-Pentene, 4-methyl-",2-Thiophenecarboxaldehyde,"3,5-Octadiene, (Z,Z)-","3-Ethyl-1,5-octadiene",3-Hexen-1-ol,"3-Hexene, (Z)-",3-Methyl-2-butene-1-thiol,3-Methylcyclopentyl acetate,"3-Nonene, (E)-",3-Octanone,"3-Octene, (E)-","3-Octene, (Z)-",3-Pentanol,3-Pentanone,"4-Nonenal, (E)-",4-Nonene,"4-Octene, (E)-","5-Decene, (E)-","5-Hepten-2-one, 6-methyl-",Acetaldehyde,Acetic acid,"Acetic acid, butyl ester","Acetic acid, methyl ester",Acetophenone,Benzaldehyde,Benzene,"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-","Benzene, 1,3-dimethyl-",Benzeneacetaldehyde,"Benzenesulfonamide, N-butyl-",Benzoic acid,Benzonitrile,Benzophenone,"Butanoic acid, ethyl ester","Butanoic acid, methyl ester",Butyrolactone,C2H5CH=CHCH=CH2,Carbon disulfide,cis-2-Nonene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester","Cyclopropane, 1,1-dimethyl-2-(2-methyl-2-propenyl)-",Decanal,Decane,Dimethyl sulfide,Dimethyl sulfone,Dimethyl Sulfoxide,Dimethyl trisulfide,Diphenyl ether,"Disulfide, dimethyl",Dodecane,Dodecanoic acid,Eicosane,"Ethane, isothiocyanato-",Ethanol,"Ethanol, 2-(dodecyloxy)-",Ethyl Acetate,Ethylbenzene,"Furan, 2-ethyl-","Furan, 2-methyl-","Furan, 2-pentyl-","Furan, 3-methyl-",Glycerin,Heptadecane,Heptanal,Heptane,"Heptane, 2-methyl-",Hexadecane,"Hexadecenoic acid, Z-11-",Hexanal,Hexanoic acid,"Hydrazine, ethyl-",Isoprene,Isopropyl myristate,Isopropyl palmitate,Methanethiol,Methyl Isobutyl Ketone,Methyl methacrylate,Methyl thiolacetate,Methyl vinyl ketone,n-Decanoic acid,n-Hexadecanoic acid,n-Hexane,n-Propyl acetate,Nonadecane,Nonanal,Nonane,"Nonane, 2-methyl-",Nonanoic acid,Octadecane,Octadecanoic acid,Octanal,"Octane, 2-methyl-",Octanoic acid,p-Xylene,Pentadecane,Pentadecanoic acid,Pentanal,"Pentane, 2-methyl-",Pentanoic acid,"Pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester",Phenol,Phenylmaleic anhydride,Propanoic acid,"Propanoic acid, ethyl ester",Alkene1,Alkene2,Acid1,Sulfone1,Biphenyl1,Alcohol1,Amide1,Tetradecanoic acid,"Tetrasulfide, dimethyl",Thiazole,"Thiazole, 2-methyl-",Thiophene,"Thiophene, 2-ethyl-","Thiophene, 2-methyl-","Thiophene, 3,4-dimethyl-","Thiophene, 3-methyl-",Toluene,trans-3-Decene,trans--4-Nonene,Tridecane
190123_7,3.222953767,0.99481559,0.109066436,5.128857044,0.053394936,0.064925488,0.044733366,0.027997889,0.013758547,0.008268777,0.770446852,0.472799738,0.132658146,0.024775763,0.249829301,0.0144474,0.01521012,0.018307756,0.044632823,0.135863108,0.058104851,0.10725872,0.118523482,0.013884144,0.060994752,0.049139247,0.020324746,0.02491628,0.030913872,0.498459007,0.050030267,0.172230182,0.023052509,0.014939573,0.006318302,0.120095382,0.053774377,0.041023176,0.009004172,0.033064811,0.687193121,1.681581783,0.036954789,0.022098623,0.027037192,0.042394774,0.094005752,0.012576089,0.14177186,0.015947487,0.024904604,0.094040563,0.314943198,1.197003109,1.60214911,0.106617057,1.788353438,0.263723878,0.176814283,0.009064633,0.016709126,0.011366656,0.034209296,0.017698283,0.025364371,0.059125414,0.021915916,0.106496838,3.708170969,0.081367797,0.028861962,0.169965213,0.015816457,0.019873979,1.196881133,0.012022401,0.107975141,0.841389607,11.07222437,0.034083942,0.111222564,0.203928422,0.186212382,0.823106393,0.013998201,0.043768561,0.04046865,0.047196502,0.48554783,0.051167022,0.02316343,0.02459957,0.020659862,0.134073015,0.016674611,20.76402523,0.033073379,0.014189016,0.011027189,0.067026669,0.061550548,3.561653949,0.818508886,6.905073539,0.537026994,0.071324683,1.814097358,0.024517001,0.020157851,0.064984138,0.01213489,1.101184534,0.056876986,0.331300289,0.100909066,0.093257249,0.023326894,0.043639585,0.08161037,0.219713501,0.03366696,0.179282013,0.243128396,0.040069344,0.020359747,0.094623495,0.123665866,0.115571471,10.55344581,0.046821385,0.061848501,0.039085809,0.113847974,0.027356415,0.210532838,0.106577921,0.093801423,0.037506558,0.22562855,1.595316202,0.037777699,0.04815982,0.095165993,0.34200885,0.031305124,0.048156469,0.03774932,0.357501949,0.071925696,0.08538675,0.071750449,0.045227674,0.01886966,0.066287085,0.194325805,0.115608039,0.126004539,0.05806585,0.296685092,0.070161198,0.176253838,0.512309638,0.003417859,0.030174693,0.039357815,0.081837321,0.082555742,0.134077042,3.669205135,0.045945825,0.008845871,0.116617791,0.006851665,0.374100802,0.048449124,0.165240406,0.012163863,0.145199612,0.077997614,0.026451935,0.017851692,0.012369246
190123_8,3.664948116,0.98832975,0.098291612,0.323351009,0.019791403,0.06728951,0.05243246,0.025070604,0.012798351,0.009053775,1.059179532,0.673050636,0.124955577,0.024065462,0.201775649,0.019318598,0.014166061,0.018073437,0.039473067,0.201817859,0.049331885,0.099533953,0.200581558,0.012579304,0.06719925,0.028508992,0.020134426,0.031011161,0.032005783,0.364811529,0.048142241,0.179847432,0.013587764,0.013364503,0.00639229,0.115286239,0.04883615,0.05192594,0.010128437,0.044136241,0.794522429,2.573574847,0.037696432,0.016232193,0.020325964,0.168086046,0.076620139,0.012097539,0.104913037,0.012951561,0.022924067,0.07963802,0.348329395,1.406893664,1.962434869,0.10666515,2.733422712,0.211385985,0.204210023,0.006883147,0.016234615,0.009472557,0.038828502,0.016985103,0.026507934,0.058310034,0.022383235,0.09491405,4.321796724,0.093374714,0.029879257,0.166261128,0.016774618,0.018121089,1.404880328,0.012954515,0.095826476,1.093800211,13.53402231,0.038112891,0.113763561,0.205160212,0.211597798,1.190582385,0.035958091,0.0499136,0.040841606,0.05647838,0.445530185,0.050622774,0.022501802,0.026234664,0.022988677,0.082371813,0.015284459,21.69089859,0.031563607,0.012851844,0.012231337,0.054080209,0.06606552,3.047070105,0.748290953,4.394801671,0.452515339,0.084430014,1.00932719,0.027134081,0.011760955,0.060001353,0.024443494,1.125138068,0.03968425,0.581900674,0.120098907,0.066850719,0.018510337,0.040279636,0.056154969,0.158397362,0.026832804,0.149484386,0.243422563,0.040979287,0.017930514,0.056437497,0.139019497,0.052583779,12.46787103,0.038620738,0.102867048,0.147872974,0.116809714,0.034378369,0.160689775,0.096849869,0.073396684,0.012184349,0.219531184,3.071658679,0.0411319,0.055157161,0.096879801,0.313440159,0.027657127,0.019146506,0.032452141,0.566527746,0.074987223,0.086806018,0.027804895,0.051520499,0.018994259,0.053340406,0.216191552,0.109536158,0.05817169,0.037725933,0.24569646,0.077785294,0.213017308,0.376729046,0.003930804,0.032991546,0.049521166,0.033341902,0.220778934,0.132054253,0.89711551,0.02241247,0.010116624,0.135628562,0.0091594,0.328364373,0.049020221,0.142725646,0.010789627,0.106580829,0.08905579,0.028403235,0.016479181,0.02327366
190123_9,4.083925905,1.450390977,0.087192121,0.146870014,0.023887856,0.107730574,0.065316211,0.158354464,0.015918032,0.009729007,1.61286894,0.507751719,0.139411686,0.024651784,0.410350163,0.013435722,0.014881184,0.020870948,0.036626088,0.049840856,0.051798736,0.118068018,0.054338519,0.017335321,0.106299839,0.04595939,0.020923094,0.03726777,0.03456261,0.101643382,0.064117367,0.165114303,0.01424967,0.016089402,0.005154226,0.164729816,0.043329068,0.080235351,0.010682053,0.08300367,0.808768845,2.323271913,0.036009993,0.024409085,0.024140723,0.017045598,0.116955435,0.011839892,0.225970321,0.024272343,0.034931294,0.082151663,0.520771606,1.557100249,1.907380349,0.116793568,2.451287408,0.434465556,0.184566067,0.011445161,0.026248561,0.013888131,0.039718193,0.017935614,0.026939597,0.039259458,0.019393292,0.071135246,4.408233848,0.096476324,0.037258217,0.214289555,0.013898658,0.016193386,1.552500548,0.012646438,0.07164687,0.794257319,11.25524333,0.039527563,0.234371681,0.1570083,0.220259983,1.218296967,0.015395395,0.049310125,0.033111847,0.17946724,0.347846887,0.038616879,0.019751936,0.035190128,0.019677201,0.124220828,0.014453105,20.63303998,0.056278778,0.006214586,0.010629088,0.043177113,0.066347246,4.949933362,0.911235523,7.891221769,0.513379049,0.085527369,1.556051594,0.023083129,0.008645109,0.034752753,0.02648268,1.332712312,0.025948748,0.372224419,0.144207806,0.104753774,0.02179869,0.072360214,0.168382721,0.112798872,0.0205425,0.138390384,0.309907674,0.0448172,0.01615945,0.032405367,0.238881228,0.091192118,10.41681429,0.077376648,0.033266364,0.010017551,0.11233486,0.029393965,0.05455138,0.124254841,0.08721827,0.012613527,0.087980098,1.535601757,0.036914197,0.030416189,0.163752157,0.427718139,0.022385255,0.041901766,0.021834777,0.338617237,0.116784552,0.076921908,0.032126017,0.050841284,0.020450118,0.033970846,0.25952487,0.114305879,0.057445095,0.073303631,0.471648986,0.05090621,0.202512053,0.107506726,0.003737424,0.040177825,0.033222055,0.038551005,0.138373403,0.098719726,0.352255908,0.012660474,0.009478855,0.103219362,0.007686915,0.465745944,0.079347769,0.292159617,0.013093649,0.152660979,0.098923649,0.027659191,0.014202211,0.019278422
190124_10,2.520589963,0.677251884,0.145153302,1.29936133,0.029285572,0.104767994,0.044701435,0.018083361,0.034051612,0.007537121,0.70345173,0.567403839,0.159421821,0.025042724,0.648402714,0.012528751,0.012684252,0.012266929,0.02575584,0.10516547,0.042626451,0.086228769,0.093128454,0.008199203,0.065752589,0.017743391,0.015751555,0.028290559,0.053001665,0.107472856,0.171291749,0.16254009,0.01704046,0.017509179,0.00687006,0.118797842,0.040232681,0.053134919,0.008244127,0.03526547,0.934082868,3.673369066,0.067946795,0.022966745,0.014514839,0.022946603,0.044795582,0.010187848,0.37866431,0.009203812,0.020051932,0.041055288,0.329702239,1.137237115,1.438125218,0.077234864,3.802213876,0.689230511,0.192726415,0.020348992,0.012961917,0.009970247,0.034655757,0.019118205,0.021447249,0.027901525,0.01770098,0.047907447,3.493121433,0.088432232,0.07254534,0.173287998,0.012041339,0.014430967,1.135513687,0.008958917,0.04811294,0.674892876,9.729400212,0.030360586,0.126172153,0.273170232,0.283387139,0.770249348,0.031473396,0.058284901,0.057766981,0.026999821,0.640705046,0.064702175,0.033311089,0.029927036,0.019247226,0.068710832,0.01800612,15.73123998,0.022282778,0.012452551,0.008949525,0.034462033,0.04778053,7.105108444,1.007577212,10.66971032,2.053144422,0.058559149,4.668694535,0.019985871,0.020763825,0.056983187,0.010636199,1.568993638,0.028909641,0.390788774,0.140612693,0.136075049,0.30701798,0.030787053,0.070570274,0.094857494,0.024820959,0.080398192,0.198459767,0.033047863,0.019860221,0.041516471,0.110524227,0.039035502,8.944093641,0.197975545,0.038418117,0.120455412,0.20011272,0.02683554,0.051305418,0.269329047,0.108980968,0.007289239,0.116658065,1.154729366,0.038225908,0.04709525,0.061833597,0.271062433,0.01659917,0.010189659,0.031006487,0.424544525,0.047073886,0.059002973,0.021330063,0.059861745,0.015660984,0.039288023,0.128698521,0.10124675,0.038822246,0.038954346,0.205274878,0.124394931,0.131906569,0.113891691,0.003111186,0.027298895,0.029475879,0.031650351,0.158817019,0.130266199,0.265586897,0.011314078,0.081472438,0.08457301,0.005670889,0.29272649,0.064532824,0.960133619,0.012802048,0.170767832,0.092142878,0.019373532,0.013121853,0.034898027
190124_11,3.757968886,1.81068557,0.118399162,0.32952029,0.031047269,0.363868715,0.111379573,0.035110358,0.065431698,0.020820578,1.577616941,2.088387403,0.26844067,0.039952716,0.674005113,0.01749301,0.012428329,0.011686314,0.032432639,0.100615792,0.084356806,0.159250343,0.129045098,0.008691366,0.107446204,0.034342824,0.036831306,0.039335754,0.074950036,0.348795355,0.280989941,0.17499901,0.021264349,0.027751496,0.015435848,0.513336097,0.042184658,0.142662788,0.01837807,0.080013943,1.036313539,1.846786439,0.047057243,0.019380377,0.016847828,0.035411759,0.059524972,0.013904196,0.309149799,0.010781316,0.036172759,0.051291397,0.720698656,1.717219762,3.206400723,0.092135647,1.968353244,0.688984897,0.308806475,0.016503293,0.032547801,0.009053914,0.037376537,0.037839829,0.04894463,0.034070079,0.042035457,0.062765338,4.323563597,0.397242773,0.112139838,0.267529297,0.01270856,0.046073384,1.709899228,0.018643566,0.063303917,1.177646642,8.735320019,0.041185191,0.192149153,0.243080545,0.279887047,0.448187669,0.054194636,0.057660601,0.051070266,0.073120896,0.62473537,0.068987685,0.030483152,0.045339571,0.018100122,0.082679865,0.038887217,14.33747929,0.023420409,0.009914904,0.010977226,0.031925616,0.074632807,6.08887935,2.383682873,7.631830856,0.185489153,0.075028857,0.346780651,0.019390644,0.031929449,0.071936579,0.010538122,2.842939516,0.035612892,0.431613757,0.118442733,0.270782135,0.031740689,0.050131528,0.119365068,0.122274165,0.02932934,0.082903399,0.360909394,0.041875969,0.021224154,0.05314703,0.095538381,0.060017239,7.873039147,0.285457122,0.045292207,0.235016468,0.146992206,0.028993344,0.14013292,0.183028275,0.124325012,0.013309933,0.209680591,1.969837392,0.045475229,0.052319462,0.06606703,0.497282334,0.018825336,0.023245431,0.034845835,0.520795962,0.057614052,0.066407653,0.042234028,0.059215031,0.017464075,0.044546598,0.130908357,0.144441605,0.056792402,0.069734684,0.262432027,0.100151686,0.153040269,0.361210716,0.007117753,0.091676009,0.031062303,0.043600075,0.208798847,0.111804954,0.553532623,0.020982787,0.014191398,0.061671043,0.009775692,0.299689092,0.133179282,0.733199153,0.024588481,1.745354518,0.096394526,0.030426653,0.043951541,0.029634653
190124_12,2.990950574,1.694618274,0.08077203,1.084617592,0.029030466,0.321564432,0.151330895,0.063896178,0.037731496,0.015597125,1.480395105,1.358347797,0.358441869,0.042669012,0.575856818,0.013843557,0.012167169,0.011854131,0.02712236,0.363808477,0.094889542,0.144175448,0.317975902,0.011299928,0.131162529,0.035116965,0.038701788,0.048112576,0.060093596,0.399336629,0.267682087,0.2418188,0.016703796,0.024314625,0.009561815,0.567593504,0.027760318,0.105702583,0.013887871,0.083569557,1.417492952,4.563060927,0.057383532,0.086008401,0.013985751,0.142782177,0.062424966,0.01045944,0.290822142,0.013867141,0.028351213,0.054898774,0.606677857,1.410273926,2.225751685,0.068758368,5.016018411,0.602232086,0.321817672,0.015112674,0.047458715,0.011988971,0.03923565,0.044459122,0.051886313,0.029844709,0.029618132,0.059338493,3.529914157,0.2808036,0.098805413,0.240636638,0.010474745,0.031385913,1.404437558,0.015336994,0.059654864,0.919763562,7.086161673,0.042802896,0.120906127,0.164673979,0.194335379,0.363461019,0.028445759,0.056713993,0.035396928,0.124224841,0.425394076,0.042418417,0.026162978,0.080193884,0.016802498,0.062953462,0.052353726,10.03145525,0.027780525,0.023353405,0.009298815,0.030093765,0.063587983,6.040378647,0.941120292,10.03030905,2.360012523,0.070281861,3.633187835,0.018124119,0.019307566,0.070673574,0.011005213,2.903469869,0.039449359,0.947880664,0.16046577,0.198029306,0.032950477,0.060411073,0.176280265,0.14537949,0.027367529,0.077848959,0.352589854,0.040004936,0.020136173,0.045162409,0.104637446,0.063586877,5.847449003,0.168569778,0.07949275,0.07376178,0.379339721,0.028044646,0.130987007,0.654962534,0.22110898,0.006044068,0.309521043,1.542354153,0.066427432,0.054409989,0.065117947,0.392335452,0.015687501,0.011521678,0.029918332,0.690753133,0.07197732,0.060245759,0.023999823,0.058286553,0.017747068,0.039856316,0.127208009,0.136154284,0.047575187,0.071006071,0.216218693,0.069016107,0.074501235,0.411092492,0.008947291,0.108538999,0.028821106,0.020321769,0.218342048,0.086984237,0.346389409,0.014009395,0.132351372,0.052977785,0.008170457,0.21509177,0.123013609,0.527141869,0.017491989,0.774110609,0.067662413,0.025614829,0.02973296,0.035272864
190124_14,2.361108119,0.747951853,0.145603628,1.160300357,0.032722802,0.042123647,0.03218147,0.097165818,0.014871189,0.006709967,0.883899824,0.359050895,0.09815273,0.017359218,0.487890848,0.014669999,0.013122067,0.015015121,0.031188359,0.136150253,0.050251817,0.120274839,0.219297696,0.016157059,0.077065062,0.043620204,0.014696642,0.03451609,0.019093127,0.05365849,0.044579842,0.16199432,0.016602282,0.011834285,0.004650687,0.091986322,0.029342856,0.038620193,0.007776052,0.042808932,1.140451093,5.941255509,0.029786566,0.015689963,0.02167344,0.04550376,0.108533952,0.012493473,0.285308059,0.022065818,0.029434846,0.087470532,0.311385463,1.236687656,1.242119674,0.087639468,6.779185149,0.51894824,0.17716951,0.006225619,0.015247429,0.011241768,0.027054189,0.012979627,0.019810854,0.039746435,0.01554103,0.078808552,3.149743647,0.112576174,0.019379562,0.127845393,0.012503538,0.013875431,1.231719078,0.009643197,0.079931432,1.001002799,9.269962585,0.036195662,0.146790385,0.259974541,0.278668146,0.735093129,0.010850357,0.04278273,0.045679168,0.035180447,0.56192222,0.031635095,0.046118298,0.017876596,0.017822427,0.091318078,0.008997226,14.38744482,0.050872385,0.008659206,0.008846381,0.047001789,0.055353127,4.736292186,0.455114045,6.039461735,0.537092171,0.040240931,1.244283047,0.024257116,0.030097585,0.05191792,0.008910552,1.502733988,0.041051762,0.663955968,0.105109125,0.057768056,0.017822532,0.051996316,0.079312608,0.503686333,0.041946999,0.144361064,0.201069884,0.038119435,0.027946946,0.057654696,0.156753091,0.121559364,8.66654485,0.072237832,0.0502415,0.01828364,0.089000561,0.031087544,0.036226991,0.077261229,0.06194196,0.016584191,0.294948567,0.905288342,0.031696828,2.746039578,0.111744709,0.258806779,0.023856039,0.0315264,0.042214944,6.841632258,0.105068656,0.061622599,0.045925996,0.044127707,0.018896265,0.048676696,0.156172656,0.103677431,0.122407933,0.244266487,0.325806933,0.091406244,0.146258866,0.057823317,0.002503767,0.021972189,0.034242808,0.14637023,0.186762237,0.113589897,1.568856513,0.021242001,0.009196735,0.096615346,0.007385334,0.175073355,0.037016474,0.141668,0.011553565,0.058764675,0.293215771,0.021823193,0.012313379,0.011228867
190124_15,3.201325799,1.140983013,0.184598048,0.683348971,0.02112499,0.07081487,0.043132786,0.058462154,0.010359035,0.006761184,0.980205543,0.311176357,0.274171229,0.020630726,0.237318837,0.01104369,0.01109086,0.015500054,0.025611406,0.090425822,0.055337535,0.127884095,0.114887597,0.0110427,0.065343299,0.030745564,0.016983454,0.022757324,0.024263871,0.053073565,0.035184833,0.188214615,0.020566707,0.014665228,0.004817238,0.113790264,0.037400845,0.045544183,0.007816677,0.041596974,1.176058997,6.425767321,0.033931188,0.014280488,0.018525857,0.094135965,0.068892249,0.013760018,0.130381353,0.01136286,0.01876227,0.074811093,0.397083597,1.137392427,1.393338772,0.07401192,6.919809721,0.249880658,0.176411477,0.004452585,0.016771064,0.006729264,0.037001101,0.015778374,0.020360683,0.040472041,0.016178636,0.075000764,3.622609473,0.065643686,0.029050696,0.168992002,0.012131508,0.01494564,1.135334841,0.010641045,0.075427073,1.31589928,10.0654078,0.064937594,0.129358903,0.246521335,0.253863565,0.312302865,0.034176914,0.035844969,0.050869676,2.234643028,0.634768864,0.030929139,0.055110231,0.025285151,0.018747739,0.072674372,0.01163396,17.08366832,0.024157023,0.016259705,0.008626737,0.051323968,0.056619612,3.752754254,0.429977286,5.03688064,0.448310683,0.062607289,1.516252489,0.018815087,0.034127539,2.839335123,0.010416958,1.821065674,0.034634805,0.441125327,0.097061601,0.087391022,0.013573181,0.034421291,0.126329029,0.182947201,0.026457839,0.115662296,0.269213043,0.035986255,0.020353485,0.060111066,0.097234356,0.086871924,8.760254028,0.038266511,0.074337456,0.016936014,0.120367738,0.025362126,0.035943471,0.110855203,0.068976107,0.021061939,0.169742407,1.143360691,0.032465378,0.041563278,0.07437925,0.320111579,0.024369008,0.029971675,0.038890071,0.365873888,0.0610614,0.067995901,0.047060514,0.037029804,0.01554403,0.053714626,0.129612457,0.085413515,0.07424451,0.291268122,0.420466686,0.093552017,0.130501246,0.057417863,0.002833253,0.028684784,0.034896547,0.050053251,0.694614049,0.118138543,2.687186573,0.028300673,0.008854401,0.094537688,0.007516853,0.079051198,0.049271916,0.09510146,0.010847069,0.067311044,0.062994121,0.02020914,0.013208236,0.008750545
190124_3,3.489571776,2.053042385,0.078061333,0.099846424,0.024621015,0.467432532,0.145455062,0.616188309,0.039221266,0.014831027,1.342198435,0.864129087,0.493551893,0.067731159,0.565074961,0.010171099,0.01094855,0.012210867,0.042655111,0.081950874,0.121722671,0.151048206,0.109446711,0.009360769,0.185961735,0.028932564,0.04894831,0.05340379,0.082098058,0.22593483,0.346452919,0.238481199,0.018175613,0.034654908,0.008302194,0.448124847,0.0280333,0.115233603,0.010933304,0.095562454,0.841629122,2.314684238,0.032585073,0.014977387,0.016755208,0.03450556,0.058211859,0.013566194,0.417656085,0.012320876,0.024877752,0.066469711,0.622920721,1.438911225,2.084962326,0.082998013,2.476696801,0.609815403,0.414417754,0.016094402,0.050726794,0.018195805,0.037572115,0.035928291,0.079908162,0.034585518,0.023423984,0.077266648,3.585090256,0.187289321,0.111613059,0.393858894,0.012255591,0.025559132,1.43150201,0.017581932,0.077669539,1.739878671,6.459846107,0.032403761,0.18337903,0.184993007,0.164030314,1.17123809,0.018355763,0.08093199,0.045240774,0.065372195,0.551157768,0.052028787,0.018406434,0.09372631,0.026501208,0.070321429,0.025807039,10.31462401,0.021762897,0.011337284,0.00963914,0.029708044,0.112710811,6.126955908,3.798744565,7.26539756,1.143278375,0.108356656,3.078403522,0.023546061,0.019317648,0.04527143,0.005990884,3.817676202,0.033123007,0.849835288,0.222355435,0.259022163,0.0409898,0.073320874,0.52158384,0.290181224,0.02646103,0.092098263,0.569240208,0.065009673,0.033894233,0.032123712,0.066290989,0.066272092,5.867012817,0.180463721,0.032355724,0.011913952,1.260861552,0.025504562,0.055816471,0.821971998,0.09669741,0.021984578,0.208455343,4.086022784,0.081916259,0.031503643,0.05163527,0.77127873,0.018857052,0.026066793,0.024854397,0.247611236,0.071317236,0.058369742,0.055811291,0.083265935,0.051551516,0.03131715,0.169602266,0.224931959,0.056658044,0.096917458,0.22078814,0.055977813,0.121039069,0.236534943,0.011243684,0.089243412,0.026180261,0.036264573,0.001765856,0.078393406,1.29276894,0.022647518,0.084392649,0.037673426,0.007129239,0.377069101,0.135152188,0.705790933,0.03571547,0.577348654,0.115807093,0.035095312,0.022013335,0.018508672
190124_4,3.288402943,1.914815421,0.074604327,0.084760594,0.020118505,0.342195407,0.096771393,0.093606609,0.158231656,0.013973332,1.423202825,1.22573386,0.495343571,0.051627245,0.581965454,0.010443067,0.010620086,0.012184276,0.04129368,0.050169773,0.104150981,0.139274762,0.05059275,0.008074257,0.132077079,0.034553259,0.060481564,0.051593131,0.089666526,0.619974658,0.295140624,0.266732971,0.0160188,0.028773382,0.011009552,0.451343497,0.029619306,0.117554859,0.013808932,0.076997369,0.907947305,2.125508632,0.037319746,0.014843226,0.01899056,0.032922634,0.047210539,0.013649403,0.345493864,0.009494878,0.02883595,0.045306337,0.691567451,1.42406078,2.376062686,0.077517199,2.276610663,0.613986539,0.388432566,0.029473184,0.043562545,0.010006635,0.034830625,0.035690436,0.075224164,0.027607472,0.030024515,0.078229666,3.714481489,0.210848982,0.136836657,0.326600342,0.011438777,0.033408659,1.42067659,0.018527546,0.079614271,0.750275701,7.479080543,0.035592331,0.116971007,0.222543398,0.217258717,1.520140489,0.013371851,0.044552471,0.046797026,0.030039592,0.69412514,0.04506576,0.020334989,0.071020246,0.016746763,0.05832514,0.053932218,10.94557467,0.020970352,0.009074267,0.011318713,0.025893016,0.071747806,6.052910319,3.193536495,7.659942914,2.159103356,0.073095266,4.187623354,0.017736071,0.035400945,0.031158924,0.009192259,2.972304711,0.020602922,0.661437578,0.110559355,0.276838778,0.033196629,0.051299094,0.236018628,0.075487287,0.021169685,0.073365983,0.458887811,0.042919279,0.020542658,0.024719792,0.079909452,0.065474095,6.510480826,0.387105241,0.029183709,0.010792079,0.797377372,0.025303829,0.225292566,0.749811403,0.116276602,0.023544371,0.111229451,2.957222207,0.057630456,0.027616302,0.064269803,0.531292414,0.015343045,0.056603353,0.020623226,0.229893605,0.058560536,0.06756492,0.08570801,0.045851806,0.024055031,0.02589832,0.17197502,0.168062572,0.039099694,0.061172706,0.201568717,0.061735109,0.119346683,0.63821777,0.005718762,0.073058136,0.022928988,0.061576864,0.147552559,0.081033469,0.397312741,0.017303228,0.159495207,0.03802442,0.008008318,0.379987245,0.132477757,1.148982326,0.029991267,0.853137647,0.111233209,0.025900469,0.03082584,0.014211157
